geography,population,density
TN3  9,4414,0.6
TN30 6,5626,3.4
TN30 7,3681,0.7
TN31 6,6443,0.8
TN31 7,7099,1.3
TN32 5,5238,0.6
TN33 0,8195,1.8
TN33 9,4550,0.6
TN34 1,5736,45.1
TN34 2,12297,21.2
TN34 3,11658,63
TN35 4,6721,1.6
TN35 5,10486,17.6
TN36 4,2303,1.1
TN37 6,10187,64
TN37 7,10374,20.1
TN38 0,14113,48.6
TN38 8,4684,16.1
TN38 9,10238,25.9
TN39 3,10315,31.8
TN39 4,9871,8.9
TN39 5,5582,5.2
TN4  0,9053,13.6
TN4  8,9096,19.2
TN4  9,14090,29.4
TN40 1,7293,45.7
TN40 2,10129,19.2
TN5  6,4883,1.2
TN5  7,3873,1.2
TN6  1,8075,4.3
TN6  2,10317,20.3
TN6  3,6038,1.6
TN7  4,2151,0.6
TN8  5,5213,4.1
TN8  6,4838,2.2
TN8  7,2629,0.6
TN9  1,7019,15.5
TN9  2,11016,18
TQ1  1,8188,51.9
TQ1  2,4401,15.6
TQ1  3,8995,42.7
TQ1  4,10117,19.5
TQ10 9,4029,0.5
TQ11 0,4133,1
TQ12 1,11294,19.4
TQ12 2,5195,27.6
TQ12 3,10451,12.3
TQ12 4,8588,4.2
TQ12 5,8912,3.8
TQ12 6,8554,1.4
TQ13 0,6075,1.7
TQ13 7,5492,0.5
TQ13 8,3836,0.3
TQ13 9,7731,0.8
TQ14 0,1762,5.8
TQ14 8,7484,19.2
TQ14 9,10215,5.5
TQ2  5,4816,43.9
TQ2  6,10317,14.3
TQ2  7,10884,23.3
TQ2  8,7527,36.4
TQ3  1,8322,7.7
TQ3  2,8401,49.8
TQ3  3,13645,20
TQ4  5,5806,36.3
TQ4  6,4100,20.7
TQ4  7,8741,10.4
TQ5  0,5974,4
TQ5  8,5028,40.1
TQ5  9,8302,21.8
TQ6  0,3203,0.7
TQ6  9,5064,6.8
TQ7  1,5887,13.7
TQ7  2,3869,0.5
TQ7  3,3693,0.7
TQ7  4,3043,0.5
TQ8  8,2071,1.6
TQ9  5,8076,13.5
TQ9  6,4674,0.8
TQ9  7,4509,0.4
TR1  1,8673,15.9
TR1  2,3237,13.8
TR1  3,8624,13.7
TR10 8,7093,21
TR10 9,4165,1.5
TR11 2,8326,49.6
TR11 3,4708,66
TR11 4,6783,21.5
TR11 5,9009,1.5
TR12 6,4128,0.5
TR12 7,5456,0.7
TR13 0,4280,0.8
TR13 8,10090,9.7
TR13 9,5453,1.7
TR14 0,4673,1
TR14 7,8751,22.8
TR14 8,8832,38.9
TR14 9,2376,2.7
TR15 1,6060,12.5
TR15 2,6140,13.9
TR15 3,7894,8.2
TR16 4,5380,3.1
TR16 5,5115,4
TR16 6,3665,1.6
TR17 0,1447,4.8
TR18 2,5246,57.5
TR18 3,6371,14.5
TR18 4,4719,32.7
TR18 5,3536,14.2
TR19 6,3300,0.7
TR19 7,5733,1.3
TR2  4,5322,0.6
TR2  5,4143,0.5
TR20 8,4709,0.6
TR20 9,4584,1.5
TR21 0,1723,2.6
TR22 0,169,0.5
TR24 0,175,0.5
TR25 0,136,0.5
TR26 1,3741,40.7
TR26 2,6225,12
TR26 3,1676,0.6
TR27 4,7292,17.3
TR27 5,4287,1.3
TR27 6,3187,1.1
TR3  6,7899,2
TR3  7,4500,2
TR4  8,6028,1.7
TR4  9,5019,0.5
TR5  0,3884,2
TR6  0,3516,3.7
TR7  1,6213,24.3
TR7  2,8389,32.4
TR7  3,5587,10.3
TR8  4,3506,0.6
TR8  5,4467,0.6
TR9  6,8224,1.7
TS1  1,148,50.7
TS1  2,1453,4.3
TS1  3,5898,105.9
TS1  4,8514,123.1
TS1  5,1189,19.9
TS10 1,6995,40.1
TS10 2,11089,18.9
TS10 3,5437,49.2
TS10 4,8928,46.2
TS10 5,4624,2.5
TS11 6,3893,8.3
TS11 7,4389,13.3
TS11 8,3663,1.3
TS12 1,5958,19.4
TS12 2,12848,5.9
TS12 3,3708,0.9
TS13 4,7988,1.9
TS13 5,2381,0.5
TS14 6,6875,3.3
TS14 7,5767,4.1
TS14 8,4985,2.5
TS15 0,2404,0.7
TS15 9,10398,3.6
TS16 0,7444,3.8
TS16 9,3005,11.8
TS17 0,13994,34.8
TS17 5,10340,29.8
TS17 6,4371,41.6
TS17 7,2160,9.1
TS17 8,6499,43.9
TS17 9,7755,22.4
TS18 1,2329,41.8
TS18 2,3341,8.4
TS18 3,6007,13
TS18 4,6292,31.4
TS18 5,6908,16
TS19 0,12340,39.8
TS19 7,8982,30.6
TS19 8,10013,30.7
TS19 9,5780,42
TS2  1,773,0.3
TS20 1,11234,31.1
TS20 2,9503,37.8
TS21 1,3934,0.7
TS21 2,2977,0.8
TS21 3,3171,0.5
TS21 4,2588,2.6
TS22 5,8506,2.8
TS23 1,5989,9.6
TS23 2,7748,46
TS23 3,14796,35
TS23 4,1692,7.8
TS24 0,6441,22.4
TS24 7,1320,19
TS24 8,6147,34.4
TS24 9,7932,23.4
TS25 1,9183,5.7
TS25 2,7798,5.8
TS25 3,5621,52.9
TS25 4,5822,33
TS25 5,10403,43.6
TS26 0,12751,20.1
TS26 8,5546,83.4
TS26 9,7153,59.7
TS27 3,5389,2.4
TS27 4,6938,2.1
TS28 5,5277,3.7
TS29 6,6266,5.1
TS3  0,7213,48.1
TS3  6,3122,55.2
TS3  7,7171,44.1
TS3  8,4484,41.8
TS3  9,7663,33.6
TS4  2,8428,29.9
TS4  3,8801,22.9
TS5  4,5796,25.2
TS5  5,8076,54.8
TS5  6,7896,55.2
TS5  7,6444,31
TS5  8,11505,19
TS6  0,10184,21
TS6  6,3150,9
TS6  7,4725,25.9
TS6  8,2917,9.7
TS6  9,9374,45.1
TS7  0,6536,8.3
TS7  8,9241,32.9
TS7  9,6010,20.8
TS8  0,9474,5.8
TS8  9,11537,14.4
TS9  5,5323,2.9
TS9  6,5196,1
TS9  7,2218,0.2
TW1  1,8117,61.6
TW1  2,6153,62.4
TW1  3,3764,54.8
TW1  4,7358,69.4
TW10 5,2986,8.4
TW10 6,8397,41.8
TW10 7,7769,13.3
TW11 0,6598,16.9
TW11 8,8507,71.6
TW11 9,8305,51.3
TW12 1,7030,44
TW12 2,9427,27.7
TW12 3,6553,49.9
TW13 4,12679,43
TW13 5,9537,39.6
TW13 6,8306,27
TW13 7,5736,31.8
TW14 0,6093,25.8
TW14 8,9711,24.7
TW14 9,12219,54.1
TW15 1,10483,45.8
TW15 2,8024,44.5
TW15 3,8955,36.1
TW16 5,5046,16.7
TW16 6,5601,24.5
TW16 7,9496,42.8
TW17 0,5308,15.3
TW17 8,6423,15.8
TW17 9,2511,7.8
TW18 1,8919,16.8
TW18 2,7545,31.5
TW18 3,4396,19.3
TW18 4,5313,10.5
TW19 5,3954,6
TW19 6,1371,5.2
TW19 7,10694,22.8
TW2  5,9427,45.5
TW2  6,10633,53.1
TW2  7,10585,50.9
TW20 0,10297,11.9
TW20 8,7854,8.7
TW20 9,6694,21.1
TW3  1,8341,90.3
TW3  2,10436,82.9
TW3  3,12504,92.3
TW3  4,8887,66.7
TW4  5,9918,38.9
TW4  6,5731,33.3
TW4  7,11580,84.4
TW5  0,13955,57.1
TW5  9,15508,40.6
TW7  4,7975,46.9
TW7  5,9162,18.7
TW7  6,10529,60.8
TW7  7,9874,59.3
TW8  0,8715,71.5
TW8  8,5007,31.6
TW8  9,5945,50.6
TW9  1,4073,54.5
TW9  2,6466,30.4
TW9  3,4529,22.3
TW9  4,6563,50.8
UB1  1,10330,85.9
UB1  2,20011,93.6
UB1  3,10033,51.3
UB10 0,10714,42
UB10 8,12043,18
UB10 9,10737,28
UB2  4,12999,36.2
UB2  5,19240,69.5
UB3  1,9967,26
UB3  2,14063,66.8
UB3  3,7647,31.9
UB3  4,10406,64.7
UB3  5,6050,14.6
UB4  0,14378,67.1
UB4  8,13011,42.4
UB4  9,12227,56
UB5  4,16225,67.1
UB5  5,12826,39.9
UB5  6,16904,53.4
UB6  0,12639,45.3
UB6  7,8723,58.3
UB6  8,14624,34.5
UB6  9,15378,62.6
UB7  0,3777,2
UB7  7,9033,29.7
UB7  8,7132,37.1
UB7  9,9710,46.5
UB8  1,5018,26
UB8  2,12336,36.6
UB8  3,19250,43.2
UB9  4,2411,3.5
UB9  5,4728,5.2
UB9  6,7399,4.9
W10  4,10506,197.2
W10  5,11896,105
W10  6,11800,123.7
W11  1,10660,226
W11  2,7039,163.1
W11  3,4796,97.9
W11  4,9004,143.1
W12  0,14703,58.7
W12  7,11324,102.2
W12  8,9038,138.1
W12  9,13884,146.1
W13  0,10500,79.8
W13  8,7384,63.2
W13  9,14527,106.9
W14  0,11591,183.5
W14  8,11738,109.7
W14  9,14151,185.3
W1B  1,508,67
W1D  3,252,27.4
W1D  4,415,92.2
W1D  6,656,61
W1D  7,221,21
W1F  0,979,118.8
W1F  7,531,47.4
W1G  6,847,103.7
W1G  7,323,85.4
W1G  8,1431,113.2
W1G  9,330,26.6
W1H  1,1114,115.9
W1H  2,1862,204.8
W1H  4,782,194.5
W1H  5,1210,220
W1H  7,1321,97.6
W1J  5,309,51.3
W1J  6,152,10.8
W1J  7,787,47.8
W1J  8,280,17.3
W1K  1,318,55.9
W1K  2,599,39.5
W1K  3,287,63.5
W1K  4,144,34.9
W1K  5,232,63.2
W1K  6,847,84.9
W1K  7,588,80.3
W1S  1,151,14.7
W1T  1,454,70.7
W1T  2,636,91.2
W1T  3,207,35.1
W1T  4,702,187.7
W1T  5,1809,158.3
W1T  6,252,242.3
W1U  1,357,52.1
W1U  2,247,77.4
W1U  3,543,43.4
W1U  4,1156,154.3
W1U  5,1273,159.1
W1U  6,1320,172.1
W1U  8,755,83.9
W1W  5,1532,233.5
W1W  6,2030,148.6
W1W  7,872,84.8
W2   1,7437,117.9
W2   2,5924,154.2
W2   3,7567,196.9
W2   4,7975,198.1
W2   5,11008,192.8
W2   6,8461,157.4
W3   0,6796,31.5
W3   6,12772,90.3
W3   7,13762,85.5
W3   8,11021,95.8
W3   9,8068,66
W4   1,8352,89.2
W4   2,9953,53.2
W4   3,11543,60
W4   4,5135,78.7
W4   5,9035,74
W5   1,10117,56.6
W5   2,10175,58.1
W5   3,10249,61.2
W5   4,14521,56.7
W5   5,4881,58.6
W6   0,12160,122.8
W6   7,6062,99.3
W6   8,8872,133.8
W6   9,8634,107.1
W7   1,9780,99.2
W7   2,7737,57.3
W7   3,11442,59.3
W8   4,3714,69.3
W8   5,4982,131.7
W8   6,5993,163.7
W8   7,5847,115.4
W9   1,13037,163.9
W9   2,11046,205.7
W9   3,13486,249.5
WA1  1,809,3.7
WA1  2,2214,35.1
WA1  3,10056,31.9
WA1  4,8454,9.1
WA10 1,2309,35.1
WA10 2,4791,46
WA10 3,9461,31.9
WA10 4,8230,52.9
WA10 5,6049,10.3
WA10 6,7808,11.8
WA11 0,16250,14.5
WA11 7,6603,3.4
WA11 8,5910,5.7
WA11 9,11753,24.3
WA12 0,4310,9.9
WA12 8,7921,22.7
WA12 9,9802,24.9
WA13 0,6748,5.1
WA13 9,6082,4.3
WA14 1,3101,51.6
WA14 2,5621,28.9
WA14 3,4388,11.6
WA14 4,6833,7.2
WA14 5,7747,10
WA15 0,4983,2.6
WA15 6,12652,42.5
WA15 7,10409,40.9
WA15 8,8834,17.1
WA15 9,5786,42.1
WA16 0,5896,1.1
WA16 6,2946,1.2
WA16 7,3308,1.4
WA16 8,7640,5.4
WA16 9,3754,1.1
WA2  0,17665,28.5
WA2  7,7446,49.6
WA2  8,5877,6.7
WA2  9,9804,61.8
WA3  1,3351,4.1
WA3  2,9830,25.3
WA3  3,10225,14.2
WA3  4,4627,10.4
WA3  5,4503,3.5
WA3  6,10612,5.9
WA3  7,4609,4.4
WA4  1,10003,31.8
WA4  2,13222,36
WA4  3,4203,5.4
WA4  4,3328,0.9
WA4  5,7246,6.8
WA4  6,8671,8.6
WA5  0,5958,24.9
WA5  1,13192,30.3
WA5  2,10146,7.2
WA5  3,11179,27.1
WA5  4,3913,3.7
WA5  7,1726,8.3
WA5  8,6847,39.4
WA5  9,5539,21.2
WA6  0,3853,3.2
WA6  6,4690,2
WA6  7,5451,4.6
WA6  8,2474,1.9
WA6  9,2457,2.1
WA7  1,6194,11
WA7  2,15518,20.9
WA7  3,3534,2.3
WA7  4,9182,11.4
WA7  5,13010,44.1
WA7  6,15833,30.5
WA8  0,3275,8.2
WA8  3,6701,4.3
WA8  4,6861,51.3
WA8  5,2003,3.7
WA8  6,7377,43.5
WA8  7,10689,31.8
WA8  8,12807,13.6
WA8  9,12221,25.6
WA9  1,5123,24.4
WA9  2,6723,31.3
WA9  3,11407,28
WA9  4,13584,19.5
WA9  5,12033,15.5
WC1A 1,268,276.3
WC1A 2,277,203.7
WC1B 3,1091,39.6
WC1B 4,576,87.3
WC1E 6,1281,118.2
WC1E 7,1001,68.7
WC1H 0,1283,196.2
WC1H 8,2872,177.7
WC1H 9,4173,215.5
WC1N 1,3196,167.3
WC1N 2,1623,168
WC1N 3,2476,163.4
WC1R 4,630,57.9
WC1V 6,367,16.6
WC1V 7,593,322.3
WC1X 0,3337,200.3
WC1X 8,311,176.7
WC1X 9,4305,177.5
WC2B 4,652,513.4
WC2B 5,1255,84.2
WC2E 7,641,15.7
WC2E 9,264,43.6
WC2H 0,778,103.5
WC2H 7,243,185.5
WC2H 8,197,41
WC2H 9,1273,170.4
WC2N 4,279,42.5
WC2N 5,463,13.9
WC2N 6,290,38.6
WD17 1,1087,39
WD17 2,3208,43.3
WD17 3,3886,12.8
WD17 4,7606,42.5
WD18 0,7819,56.8
WD18 6,4984,33.7
WD18 7,10891,55.2
WD18 8,640,8.5
WD19 4,9844,26.7
WD19 5,4861,20.7
WD19 6,7094,39.1
WD19 7,5576,31.1
WD23 1,5754,12.5
WD23 2,8118,19.6
WD23 3,5457,29.3
WD23 4,6311,18
WD24 4,4148,41.6
WD24 5,6759,63.4
WD24 6,5170,66.2
WD24 7,5538,43.8
WD25 0,8042,49.8
WD25 7,8271,21.4
WD25 8,1355,1.5
WD25 9,10140,34.6
WD3  1,4323,5.1
WD3  3,11575,32.6
WD3  4,3722,2.6
WD3  5,7451,8.6
WD3  6,1164,1.3
WD3  7,3560,31.4
WD3  8,6297,31.8
WD3  9,2574,3.6
WD4  8,7851,6.6
WD4  9,3401,2.1
WD5  0,11497,22
WD6  1,7324,44.1
WD6  2,8964,41.5
WD6  3,5422,5.2
WD6  4,8412,38.8
WD6  5,7423,22.4
WD7  7,2941,9.9
WD7  8,5222,8.2
WD7  9,4306,3.4
WF1  1,1152,25.1
WF1  2,7092,24
WF1  3,8823,25.1
WF1  4,10213,42.3
WF1  5,6617,6.5
WF10 1,2527,17.9
WF10 2,8967,5.4
WF10 3,12553,30.1
WF10 4,10919,28.1
WF10 5,10491,12.9
WF11 0,5997,5.4
WF11 8,6439,12
WF11 9,4548,1.8
WF12 0,9577,9.1
WF12 7,8101,16.6
WF12 8,6510,30.5
WF12 9,9788,25.7
WF13 1,1486,19.2
WF13 2,6386,41.5
WF13 3,11450,41.9
WF13 4,8140,41.8
WF14 0,7146,18.4
WF14 8,3909,5.7
WF14 9,8508,30.8
WF15 6,5161,27.5
WF15 7,7511,21.1
WF15 8,5025,7.9
WF16 0,4858,38.1
WF16 9,7765,42.2
WF17 0,8058,17
WF17 5,3378,36.3
WF17 6,7082,23.7
WF17 7,13043,70.9
WF17 8,6354,37
WF17 9,5804,17
WF2  0,11326,15.3
WF2  6,8118,7.5
WF2  7,8093,14.5
WF2  8,13722,26.4
WF2  9,9764,30.6
WF3  1,11377,10.7
WF3  2,5161,12.3
WF3  3,8734,5.5
WF3  4,7322,7.1
WF4  1,8746,3.4
WF4  2,6497,3.1
WF4  3,9232,9
WF4  4,8916,2.9
WF4  5,5122,16.5
WF4  6,4795,32.3
WF5  0,8703,23.9
WF5  8,6062,12
WF5  9,6466,11.7
WF6  1,11465,26.2
WF6  2,9852,11.9
WF7  5,6880,13
WF7  6,6403,7
WF7  7,6902,10.2
WF8  1,4512,18.8
WF8  2,14548,27.9
WF8  3,5944,1.6
WF8  4,7372,10.1
WF9  1,6813,3.4
WF9  2,10366,13.6
WF9  3,8533,9.9
WF9  4,8985,12.1
WF9  5,4548,4.8
WN1  1,436,9.4
WN1  2,9764,9.7
WN1  3,9839,49.4
WN2  1,8437,7.6
WN2  2,8153,15.6
WN2  3,9336,21.7
WN2  4,15466,23.7
WN2  5,11380,8.8
WN3  4,5558,14.4
WN3  5,11699,25.7
WN3  6,12669,18.9
WN4  0,9828,7.3
WN4  8,8906,24.4
WN4  9,10028,36.1
WN5  0,8414,16.5
WN5  7,11164,9.5
WN5  8,11161,25.7
WN5  9,13042,43.3
WN6  0,13250,13.3
WN6  7,9501,57.7
WN6  8,11968,16.4
WN6  9,5133,3.4
WN7  1,9084,43.1
WN7  2,10026,26.3
WN7  3,10142,17
WN7  4,7214,44.7
WN7  5,10916,27.4
WN8  0,6195,7.3
WN8  6,16697,25.4
WN8  7,4287,2.6
WN8  8,10296,13.3
WN8  9,8494,10.5
WR1  1,3814,65.1
WR1  2,1720,29.9
WR1  3,3421,25.8
WR10 1,6873,7.8
WR10 2,6009,1.3
WR10 3,4844,0.8
WR11 1,6851,22.2
WR11 2,6752,4.3
WR11 3,4079,15.5
WR11 4,7947,2.1
WR11 7,8478,1.4
WR11 8,7507,2.1
WR12 7,5436,0.9
WR13 5,3508,0.7
WR13 6,4687,0.9
WR14 1,11656,12.3
WR14 2,10989,25.2
WR14 3,6198,11.8
WR14 4,5364,3.8
WR15 8,7098,0.7
WR2  4,9780,3.9
WR2  5,11664,14.9
WR2  6,8455,3.1
WR3  7,11148,10.6
WR3  8,9324,8.7
WR4  0,10551,23.5
WR4  9,15485,40.5
WR5  1,10223,33.3
WR5  2,8397,6.2
WR5  3,12534,7.6
WR6  5,5057,0.5
WR6  6,7034,0.5
WR7  4,4984,0.8
WR8  0,5707,1.2
WR8  9,2812,0.4
WR9  0,5528,0.8
WR9  7,9794,1.8
WR9  8,11313,29.4
WR9  9,4393,28.4
WS1  1,413,12.1
WS1  2,7859,43.8
WS1  3,8977,47.2
WS1  4,10022,57.7
WS10 0,14197,41.4
WS10 7,5930,22.5
WS10 8,12757,35.8
WS10 9,13827,44.8
WS11 0,4269,19.5
WS11 1,8801,8.2
WS11 4,4475,49.2
WS11 5,7462,41.9
WS11 6,3927,30
WS11 7,4502,41.2
WS11 8,1678,21.1
WS11 9,7479,4.9
WS12 0,3360,4.8
WS12 1,4882,17.8
WS12 2,6544,42
WS12 3,5043,29.6
WS12 4,15579,8.4
WS13 6,8824,31.1
WS13 7,10948,32.5
WS13 8,6856,1.3
WS14 0,4466,1.3
WS14 9,12639,7.4
WS15 1,10108,14.1
WS15 2,14776,7.5
WS15 3,4121,0.5
WS15 4,7547,2.8
WS2  0,8580,37.6
WS2  7,8062,30.7
WS2  8,10737,40.6
WS2  9,11375,34
WS3  1,12472,34
WS3  2,13129,39.8
WS3  3,13625,31.2
WS3  4,8847,38
WS3  5,2024,12.5
WS4  1,12266,24.7
WS4  2,4539,15.1
WS5  3,9765,22.5
WS5  4,11702,37.3
WS6  6,9466,12.9
WS6  7,8717,17.7
WS7  0,3850,4.5
WS7  1,5182,30
WS7  2,5490,40.9
WS7  3,1507,3.4
WS7  4,7524,24
WS7  9,6314,9.3
WS8  6,6075,23.9
WS8  7,9511,17.4
WS9  0,9388,5.9
WS9  8,8659,17.4
WS9  9,8613,5.9
WV1  1,2472,29.6
WV1  2,9646,32.7
WV1  3,712,18.2
WV1  4,3709,52
WV10 0,11309,42.4
WV10 6,11675,26.9
WV10 7,7013,2.7
WV10 8,11952,28.5
WV10 9,14445,43.8
WV11 1,11937,42.5
WV11 2,10838,8.7
WV11 3,11796,30.1
WV12 4,10413,35.3
WV12 5,15236,44
WV13 1,5808,46.4
WV13 2,7124,27.2
WV13 3,7706,41.5
WV14 0,5950,19
WV14 6,8637,43.3
WV14 7,4361,32.1
WV14 8,14386,40.4
WV14 9,13835,37.7
WV15 5,3753,1.2
WV15 6,4186,1
WV16 4,7112,2.2
WV16 5,3360,2.8
WV16 6,6818,0.5
WV2  1,3155,41.2
WV2  2,5077,35.4
WV2  3,4166,55.4
WV2  4,2322,29.6
WV3  0,7321,46.9
WV3  7,6814,52.4
WV3  8,6739,28.3
WV3  9,8097,31.4
WV4  4,13379,13.8
WV4  5,11377,17.6
WV4  6,10366,40
WV5  0,5714,17.9
WV5  7,2770,0.6
WV5  8,4103,20.4
WV5  9,3296,11
WV6  0,13383,42.8
WV6  7,13382,2.6
WV6  8,10779,23.2
WV6  9,7451,25.9
WV7  3,7166,2
WV8  1,11192,15.4
WV8  2,4388,5.6
WV9  5,7231,5
YO1  6,1977,50.8
YO1  7,731,42.2
YO1  9,1806,26.7
YO10 3,12864,32.9
YO10 4,9027,29
YO10 5,8602,6.4
YO11 1,3970,46.4
YO11 2,7468,26.5
YO11 3,11461,2.6
YO12 4,9023,1.6
YO12 5,9707,17.5
YO12 6,10678,33.3
YO12 7,11436,72.2
YO13 0,5166,0.4
YO13 9,4945,0.5
YO14 0,5499,1.6
YO14 9,5757,2.2
YO15 1,3416,1
YO15 2,4695,57.6
YO15 3,5628,23.4
YO16 4,9530,2
YO16 6,7536,11.8
YO16 7,8409,17.3
YO17 6,2783,0.3
YO17 7,4888,3
YO17 8,5763,0.3
YO17 9,7780,0.7
YO18 7,5451,0.4
YO18 8,5309,0.4
YO19 4,1464,0.9
YO19 5,4410,1.9
YO19 6,7040,0.8
YO21 1,5938,0.8
YO21 2,3079,0.2
YO21 3,5115,2.4
YO22 4,5852,0.8
YO22 5,2876,0.3
YO23 1,8253,26.3
YO23 2,3906,3.4
YO23 3,6069,1.6
YO23 7,1096,0.4
YO24 1,5533,24.4
YO24 2,7515,28.8
YO24 3,8686,50.9
YO24 4,7922,47.1
YO25 3,2436,0.1
YO25 4,4730,0.4
YO25 5,7013,9.1
YO25 6,6067,26.3
YO25 8,5950,0.4
YO25 9,7114,0.4
YO26 4,6090,42.9
YO26 5,11758,46.3
YO26 6,5445,4.3
YO26 7,2092,0.7
YO26 8,2938,0.6
YO26 9,1879,0.6
YO30 1,2421,0.9
YO30 2,1800,1.1
YO30 4,2846,9.7
YO30 5,7543,20.4
YO30 6,9602,51.8
YO30 7,2399,35.1
YO31 0,6592,47.5
YO31 1,4632,11.4
YO31 7,5294,56.3
YO31 8,7104,59.6
YO31 9,6617,45.4
YO32 2,5195,6.6
YO32 3,6843,7.9
YO32 4,2737,8.6
YO32 5,6047,3.8
YO32 9,7448,3.1
YO41 1,6011,0.8
YO41 4,2148,0.7
YO41 5,2678,0.9
YO42 1,2093,0.1
YO42 2,8337,7.9
YO42 4,4129,0.4
YO43 3,7358,1.2
YO43 4,4930,0.5
YO51 9,5533,1.2
YO60 6,1636,0.3
YO60 7,3105,0.3
YO61 1,5216,0.5
YO61 2,1222,0.3
YO61 3,5295,0.9
YO61 4,2271,0.2
YO62 4,2952,0.4
YO62 5,2803,0.1
YO62 6,4444,0.4
YO62 7,1861,0.1
YO7  1,9247,3.8
YO7  2,2679,0.2
YO7  3,4591,0.7
YO7  4,3480,0.5
YO8  3,4439,1.2
YO8  4,6998,21.3
YO8  5,6557,1.6
YO8  6,5096,0.6
YO8  8,8413,1.3
YO8  9,12226,4.5
CF10 1,802,5.9
CF10 2,1727,41.2
CF10 3,1962,87
CF10 4,4064,13.8
CF10 5,6061,27.8
CF11 0,2253,16.1
CF11 6,12248,59.3
CF11 7,9896,97.6
CF11 8,3904,19.4
CF11 9,7757,37.9
CF14 0,5349,6.1
CF14 1,10205,48.6
CF14 2,10875,36.9
CF14 3,11994,45.7
CF14 4,9253,53.3
CF14 5,9547,37.9
CF14 6,9007,16.8
CF14 7,4627,19.4
CF14 9,6999,44.6
CF15 7,5543,5
CF15 8,6417,13.7
CF15 9,5863,4.1
CF23 5,10199,46.4
CF23 6,10743,33.4
CF23 7,8038,54.1
CF23 8,7353,14.2
CF23 9,10694,30.2
CF24 0,5420,93.3
CF24 1,5618,65.4
CF24 2,12926,33.1
CF24 3,11490,117.1
CF24 4,20071,121.7
CF24 5,335,3.4
CF3  0,12208,25.6
CF3  1,4686,49.7
CF3  2,3330,3.5
CF3  3,6885,22.9
CF3  4,5839,29.5
CF3  5,7939,44.5
CF3  6,1336,0.6
CF31 1,9200,30.2
CF31 2,11749,36.6
CF31 3,4298,12
CF31 4,13438,16.9
CF31 5,6198,42.5
CF32 0,4946,0.9
CF32 7,6195,2.5
CF32 8,7784,2.5
CF32 9,10980,7
CF33 4,7059,4.2
CF33 6,7405,22.9
CF34 0,10932,5.5
CF34 9,9680,4.6
CF35 5,5609,2
CF35 6,10543,2.5
CF36 3,9009,12.8
CF36 5,6996,11
CF37 1,10318,10.5
CF37 2,5515,5.9
CF37 3,7523,3.5
CF37 4,6874,8.8
CF37 5,8093,9.8
CF38 1,9923,7.7
CF38 2,13354,14.6
CF39 0,5521,9.9
CF39 8,15268,5
CF39 9,8137,14
CF40 1,9475,8.7
CF40 2,11113,10.2
CF41 7,10755,8.4
CF42 5,6047,2.8
CF42 6,7374,5.6
CF43 3,4546,7.7
CF43 4,7338,5.1
CF44 0,7817,1.2
CF44 6,9865,5.9
CF44 7,3662,26.4
CF44 8,9043,6.5
CF44 9,8824,0.7
CF45 3,10254,18.2
CF45 4,9299,5.3
CF46 5,6356,7.9
CF46 6,7924,3
CF47 0,7551,10.1
CF47 8,3215,18.2
CF47 9,11120,45.7
CF48 1,8997,9.8
CF48 2,6207,1.7
CF48 3,4270,12.9
CF48 4,7809,2.8
CF5  1,11402,80.1
CF5  2,9826,34.1
CF5  3,12152,44.5
CF5  4,16368,45.3
CF5  5,11368,34.3
CF5  6,4908,0.8
CF61 1,4798,2.9
CF61 2,5185,3.2
CF62 3,6907,1.6
CF62 4,5133,3.9
CF62 5,2658,15.8
CF62 6,5802,24.9
CF62 7,7271,31.3
CF62 8,7265,21.3
CF62 9,6410,32.6
CF63 1,9265,43
CF63 2,5437,28.5
CF63 3,1404,70.2
CF63 4,5818,26.2
CF64 1,5355,47.6
CF64 2,8190,25.4
CF64 3,8460,26.2
CF64 4,7799,4
CF64 5,6770,7.9
CF71 7,9049,0.9
CF72 8,10908,5.6
CF72 9,14649,4.9
CF81 8,8258,22
CF81 9,8173,3.2
CF82 6,835,13.5
CF82 7,13377,8
CF82 8,6021,5.8
CF83 1,12523,13.2
CF83 2,12869,22.1
CF83 3,12293,6.4
CF83 4,6799,5.1
CF83 8,10758,5.9
LD1  5,5517,0.3
LD1  6,5824,0.2
LD2  3,5688,0.2
LD3  0,4255,0.3
LD3  7,5283,0.3
LD3  8,4502,0.1
LD3  9,5201,0.4
LD4  4,769,0.1
LD5  4,1106,0.1
LD6  5,2681,0.1
LD7  1,4812,0.2
LD8  2,4154,0.3
LL11 1,699,22.6
LL11 2,7581,28.5
LL11 3,7063,1.2
LL11 4,9276,13.6
LL11 5,6878,2.2
LL11 6,6840,18.4
LL12 0,8045,2.3
LL12 7,7428,34.6
LL12 8,7707,7.9
LL12 9,5146,3.4
LL13 0,7979,0.8
LL13 7,7956,27.6
LL13 8,8042,46
LL13 9,10888,3.1
LL14 1,4722,33.8
LL14 2,8361,3.5
LL14 3,7051,8.8
LL14 4,4135,2.4
LL14 5,5031,2.4
LL14 6,4124,2.4
LL15 1,7312,1.6
LL15 2,3520,0.2
LL16 3,6694,21.4
LL16 4,4815,0.5
LL16 5,4339,0.2
LL17 0,5276,1.1
LL18 1,3942,41.2
LL18 2,8472,6.4
LL18 3,4661,25.5
LL18 4,10628,25
LL18 5,9760,2.6
LL18 6,3089,2.8
LL19 7,7107,17.1
LL19 8,7757,10
