geography,population,density
EX39 5,6224,0.5
EX39 6,1911,0.2
EX4  0,297,0.4
EX4  1,9206,43.2
EX4  2,7726,3.1
EX4  3,2148,60.1
EX4  4,8928,28.6
EX4  5,2990,6.7
EX4  6,8172,74.9
EX4  7,5260,59.2
EX4  8,6261,25.4
EX4  9,3723,12.5
EX5  1,3521,1.2
EX5  2,4779,0.8
EX5  3,2353,0.7
EX5  4,5055,1.6
EX5  5,2860,0.5
EX6  6,2793,0.4
EX6  7,4007,0.4
EX6  8,6873,1.5
EX7  0,5664,3.2
EX7  9,6768,27.1
EX8  1,7109,67.5
EX8  2,7664,20.3
EX8  3,5540,23.2
EX8  4,9532,20.8
EX8  5,7604,6.4
EX9  6,5185,11.9
EX9  7,1578,0.6
FY1  1,294,21.9
FY1  2,7870,64
FY1  3,4412,64.5
FY1  4,6528,66.3
FY1  5,6129,59.7
FY1  6,8401,70.8
FY2  0,14413,34.7
FY2  9,10146,48.4
FY3  0,1932,3.3
FY3  7,10503,45.6
FY3  8,9532,42
FY3  9,9988,21
FY4  1,8507,48
FY4  2,7805,59.7
FY4  3,10358,60.8
FY4  4,11958,39.8
FY4  5,5036,7
FY5  1,7947,43.6
FY5  2,12093,30.6
FY5  3,11154,37.1
FY5  4,8381,20.2
FY5  5,5241,14.2
FY6  0,7177,2.9
FY6  7,12715,12.3
FY6  8,5367,5
FY6  9,2744,4.5
FY7  6,6830,15.8
FY7  7,8967,61.2
FY7  8,10142,25.3
FY8  1,9332,29.5
FY8  2,8790,16.1
FY8  3,9816,17.5
FY8  4,10136,6.7
FY8  5,5979,5.7
GL1  1,1920,35.7
GL1  2,3794,10.9
GL1  3,5846,28.8
GL1  4,11963,81.6
GL1  5,10629,45.2
GL10 2,6858,16.7
GL10 3,7095,1.3
GL11 4,6187,15.6
GL11 5,8033,3.2
GL11 6,3919,1.6
GL12 7,6328,1.8
GL12 8,8717,1.3
GL13 9,5863,0.8
GL14 1,3804,0.6
GL14 2,8039,3.1
GL14 3,3879,5.2
GL15 4,4988,1.4
GL15 5,8776,4.2
GL15 6,6979,1.2
GL16 7,7116,2.8
GL16 8,6265,2.1
GL17 0,4537,1.5
GL17 9,6643,3.5
GL18 1,5999,1.3
GL18 2,1494,0.4
GL19 3,6644,0.8
GL19 4,3159,0.5
GL2  0,12031,41.3
GL2  2,4975,22
GL2  3,504,0.3
GL2  4,15690,13.8
GL2  5,3698,7.9
GL2  7,4760,0.9
GL2  8,3662,0.9
GL2  9,6499,2.6
GL20 5,7139,18.7
GL20 6,2835,0.7
GL20 7,7412,1.8
GL20 8,10847,2.8
GL3  1,6039,10.7
GL3  2,7419,9.6
GL3  3,8442,16.5
GL3  4,8592,4.2
GL4  0,12327,7.9
GL4  3,3248,14.8
GL4  4,10405,42.7
GL4  5,8878,51.9
GL4  6,10413,21.2
GL4  8,2537,0.7
GL5  1,7953,17.3
GL5  2,4534,6.8
GL5  3,4357,23.9
GL5  4,10516,28.8
GL5  5,3680,3
GL50 1,1007,34.6
GL50 2,8317,51.7
GL50 3,4247,62.4
GL50 4,8925,25.8
GL51 0,11984,8.2
GL51 3,10060,44.4
GL51 4,2413,1.8
GL51 6,7961,18.8
GL51 7,6501,61.9
GL51 8,6893,42.3
GL51 9,5708,4.1
GL52 2,4640,55.1
GL52 3,5567,3.6
GL52 5,8768,6.2
GL52 6,9425,13.5
GL52 7,1538,1.4
GL52 8,9509,13.2
GL52 9,3818,2.4
GL53 0,4129,22.7
GL53 7,6185,31.9
GL53 8,5344,11.2
GL53 9,4097,1.2
GL54 1,2982,0.7
GL54 2,5513,1.2
GL54 3,3687,0.3
GL54 4,2905,0.3
GL54 5,7059,0.5
GL55 6,5422,0.7
GL56 0,5159,0.7
GL56 9,3244,0.5
GL6  0,6366,3.5
GL6  6,3986,2.7
GL6  7,3775,0.5
GL6  8,6627,3.2
GL6  9,3706,2.4
GL7  1,13973,21.4
GL7  2,4922,8.5
GL7  3,4675,0.6
GL7  4,4359,1.2
GL7  5,7284,0.6
GL7  6,4833,0.7
GL7  7,2234,0.3
GL8  8,8541,0.7
GL9  1,2667,0.4
GU1  1,10647,20.1
GU1  2,8898,18.9
GU1  3,4646,21.6
GU1  4,4978,55.2
GU10 1,4581,3.1
GU10 2,2887,1.2
GU10 3,4437,3.6
GU10 4,6553,4.9
GU10 5,3780,1.1
GU11 1,6271,7.8
GU11 2,4626,5.2
GU11 3,12395,52.7
GU12 4,14535,50.9
GU12 5,7763,14.2
GU12 6,9181,18.3
GU14 0,8039,26.4
GU14 6,9418,22.3
GU14 7,6129,30
GU14 8,16241,39.4
GU14 9,15167,46.9
GU15 1,9935,24.7
GU15 2,9561,21.2
GU15 3,6729,25.1
GU15 4,8553,12
GU16 6,10274,8.6
GU16 7,2067,21.4
GU16 8,7653,37.1
GU16 9,3773,36.4
GU17 0,7195,27
GU17 9,3906,3.4
GU18 5,6791,16.2
GU19 5,5592,6.5
GU2  4,2782,13.4
GU2  7,10846,28.1
GU2  8,8305,45.6
GU2  9,12239,61.4
GU20 6,4392,4.6
GU21 2,11651,24.2
GU21 3,11100,56.1
GU21 4,9883,13.4
GU21 5,8575,37.6
GU21 6,2317,36.2
GU21 7,2064,30.2
GU21 8,4148,41.7
GU22 0,6979,5.9
GU22 7,8866,24.2
GU22 8,9655,13.8
GU22 9,7900,14.6
GU23 6,3842,1.8
GU23 7,3027,2.8
GU24 0,4963,2.3
GU24 8,4224,1.7
GU24 9,8658,4.8
GU25 4,5448,5.2
GU26 6,7475,5.1
GU27 1,6763,7.8
GU27 2,5039,8.6
GU27 3,5923,1.2
GU28 0,3772,0.7
GU28 9,2878,0.5
GU29 0,3206,0.4
GU29 9,5888,14.4
GU3  1,2442,0.9
GU3  2,2416,1.6
GU3  3,6213,3.9
GU30 7,9081,2
GU31 4,7643,12.9
GU31 5,3580,0.4
GU32 1,3312,0.5
GU32 2,3833,3.6
GU32 3,4824,13.4
GU33 6,1935,0.6
GU33 7,6507,4.3
GU34 1,6437,4.9
GU34 2,10206,26.7
GU34 3,2480,0.3
GU34 4,3912,0.8
GU34 5,6748,1.7
GU35 0,11209,7.8
GU35 8,5613,2.9
GU35 9,6246,2.5
GU4  7,10772,4.3
GU4  8,5122,4.3
GU46 6,11356,19
GU46 7,3473,12.7
GU47 0,10693,20.9
GU47 8,4389,15.4
GU47 9,3780,21.3
GU5  0,6971,1.9
GU5  9,4249,1.3
GU51 1,5183,29.7
GU51 2,2542,4.9
GU51 3,8538,28.3
GU51 4,4047,14.7
GU51 5,3294,7.6
GU52 0,2469,47.3
GU52 6,7574,22.1
GU52 7,3257,32.1
GU52 8,2653,4.3
GU6  7,8121,5.3
GU6  8,6083,1.4
GU7  1,7634,11.6
GU7  2,7064,6.8
GU7  3,8126,31.6
GU8  4,5705,0.8
GU8  5,8130,2.9
GU8  6,3813,0.9
GU9  0,7433,16.2
GU9  7,5155,14.8
GU9  8,9654,17.6
GU9  9,7442,15.7
HA0  1,9910,58.8
HA0  2,13298,90.4
HA0  3,11562,54.1
HA0  4,13588,91.6
HA1  1,7620,89.9
HA1  2,7338,72.3
HA1  3,10733,27.1
HA1  4,13518,64.9
HA2  0,10856,73.2
HA2  6,8285,35.4
HA2  7,7665,62.6
HA2  8,13384,77.5
HA2  9,15078,80.3
HA3  0,11086,51.1
HA3  5,10451,81.5
HA3  6,8913,20.2
HA3  7,11941,92.6
HA3  8,11810,63.5
HA3  9,15353,78.5
HA4  0,9588,49.4
HA4  6,11109,16.6
HA4  7,10210,19.7
HA4  8,8371,45.5
HA4  9,10897,59.5
HA5  1,9342,46.6
HA5  2,8712,30.5
HA5  3,10423,30.5
HA5  4,8766,30.4
HA5  5,7742,38.3
HA6  1,8581,34.5
HA6  2,7908,9.1
HA6  3,5495,21.6
HA7  1,8127,71.2
HA7  2,12117,61.6
HA7  3,8357,21.3
HA7  4,8596,11.9
HA8  0,11717,89.7
HA8  5,12361,92.7
HA8  6,11406,61.4
HA8  7,4646,43.9
HA8  8,14624,58.7
HA8  9,11624,69.8
HA9  0,2646,34.8
HA9  6,10722,58.8
HA9  7,9081,82.2
HA9  8,13144,62.5
HA9  9,12252,52.9
HD1  1,241,11.1
HD1  3,8307,63.3
HD1  4,8542,44.1
HD1  5,2836,36.3
HD1  6,3036,15.3
HD2  1,15473,21.3
HD2  2,14030,16.7
HD3  3,15131,19.5
HD3  4,14158,32.2
HD4  5,12076,41.2
HD4  6,10940,5.7
HD4  7,7259,11.3
HD5  0,5256,7.5
HD5  8,13800,30.3
HD5  9,12000,27.2
HD6  1,2645,19.4
HD6  2,7501,16.2
HD6  3,12066,22.8
HD6  4,5132,5.8
HD7  4,8294,13.5
HD7  5,9856,5.3
HD7  6,4526,1.1
HD8  0,11729,6.2
HD8  8,12040,3.6
HD8  9,10551,5
HD9  1,7248,5.8
HD9  2,4275,1.3
HD9  3,4000,4.7
HD9  4,3984,3.8
HD9  5,4550,3.5
HD9  6,6351,8
HD9  7,4981,8.8
HG1  1,1176,33.9
HG1  2,7614,20.1
HG1  3,7454,14.5
HG1  4,12176,36
HG1  5,5781,65.5
HG2  0,7976,32.4
HG2  7,11125,31.7
HG2  8,8667,14.6
HG2  9,5705,21.7
HG3  1,5251,0.6
HG3  2,11149,2.4
HG3  3,4389,0.5
HG3  4,2176,0.2
HG3  5,3435,0.2
HG4  1,8099,17.8
HG4  2,8603,16
HG4  3,4180,0.3
HG4  4,2419,0.2
HG4  5,2551,0.4
HG5  0,8994,2.2
HG5  8,5127,2.7
HG5  9,4296,2
HP1  1,7722,36
HP1  2,8622,17.8
HP1  3,8069,7.7
HP10 0,5261,10.2
HP10 8,5683,8.2
HP10 9,8021,10.8
HP11 1,7739,14.3
HP11 2,5766,40.9
HP12 3,12382,53.3
HP12 4,10440,12.7
HP13 5,13988,20.1
HP13 6,11272,51.3
HP13 7,17799,41.3
HP14 3,9439,2.1
HP14 4,8284,2.3
HP15 6,8171,6.5
HP15 7,9257,23.2
HP16 0,6965,4.2
HP16 9,4881,1.5
HP17 0,1148,0.7
HP17 8,7994,1.8
HP17 9,902,0.7
HP18 0,6218,0.7
HP18 9,7304,0.8
HP19 0,2343,18.4
HP19 7,6998,53.3
HP19 8,3522,3.6
HP19 9,10894,17.7
HP2  4,11035,25.4
HP2  5,12549,53.2
HP2  6,7832,4.4
HP2  7,7016,30.2
HP20 1,8042,40.5
HP20 2,6866,52.8
HP21 7,9634,40.3
HP21 8,13165,54
HP21 9,10556,42.5
HP22 4,5170,0.8
HP22 5,13431,2.7
HP22 6,6097,3.4
HP23 4,6051,2
HP23 5,8076,5
HP23 6,3332,1.7
HP27 0,6429,4.2
HP27 9,5782,2.1
HP3  0,8126,3.2
HP3  8,9849,14.5
HP3  9,14119,42.8
HP4  1,6982,2
HP4  2,7520,6.1
HP4  3,9471,22
HP5  1,6680,4.5
HP5  2,11433,4.9
HP5  3,7277,5.1
HP6  5,5849,8.9
HP6  6,8301,24.4
HP7  0,4216,1.4
HP7  9,6409,7.3
HP8  4,6819,4.8
HP9  1,9026,11.6
HP9  2,8127,4
HR1  1,14112,23.3
HR1  2,5249,25.8
HR1  3,6371,0.7
HR1  4,6153,0.6
HR2  0,4364,0.2
HR2  6,8408,2.4
HR2  7,15425,29.1
HR2  8,4998,0.4
HR2  9,5926,0.6
HR3  5,4762,0.3
HR3  6,2994,0.3
HR4  0,10864,20.1
HR4  7,5711,0.6
HR4  8,6030,0.6
HR4  9,7734,18
HR5  3,4670,0.4
HR6  0,4440,0.3
HR6  8,10674,11.5
HR6  9,5379,0.4
HR7  4,7155,0.5
HR8  1,4367,0.6
HR8  2,9648,1
HR9  5,7240,2.3
HR9  6,4561,0.6
HR9  7,9258,1.3
HU1  1,902,25.9
HU1  2,2188,20.2
HU1  3,204,18.1
HU10 6,10910,17.2
HU10 7,8147,10
HU11 4,8099,0.8
HU11 5,3759,0.7
HU12 0,5444,0.4
HU12 8,11081,2.7
HU12 9,9071,1.2
HU13 0,7464,18
HU13 9,7536,48
HU14 3,8278,3.4
HU15 1,13163,3.9
HU15 2,10984,1.8
HU16 4,6799,12
HU16 5,9667,4
HU17 0,10226,5.9
HU17 5,2673,1.2
HU17 7,8731,1.3
HU17 8,11492,3.1
HU17 9,10377,4
HU18 1,8774,3.5
HU19 2,7135,2.1
HU2  0,1074,26.7
HU2  8,1633,26.5
HU2  9,1310,49.5
HU20 3,1015,0.4
HU3  1,6530,40.5
HU3  2,5497,63.9
HU3  3,4429,18.9
HU3  5,2629,40.3
HU3  6,8250,53.3
HU4  6,12587,35.4
HU4  7,10621,35.8
HU5  1,5651,40.9
HU5  2,9275,71.6
HU5  3,10009,74.5
HU5  4,8945,32.1
HU5  5,17184,54.7
HU6  0,485,1.8
HU6  7,11980,33.4
HU6  8,9568,56.1
HU6  9,11942,56.3
HU7  0,1873,10.1
HU7  3,6762,21
HU7  4,23720,30.9
HU7  5,5059,2.7
HU7  6,4868,41.9
HU8  0,9405,41.7
HU8  7,2100,14.9
HU8  8,8681,55.6
HU8  9,14629,36.3
HU9  1,4521,29.4
HU9  2,5837,79.8
HU9  3,10398,53.6
HU9  4,12950,47.3
HU9  5,8702,11
HX1  1,484,14.4
HX1  2,4283,27.8
HX1  3,7453,87
HX1  4,7457,77.3
HX1  5,4454,51.4
HX2  0,8779,17
HX2  6,5025,3.1
HX2  7,6087,7.7
HX2  8,7032,12.2
HX2  9,8953,8.7
HX3  0,7592,27.2
HX3  5,8079,43
HX3  6,6403,10.2
HX3  7,9651,10.9
HX3  8,7215,10.1
HX3  9,7003,10.3
HX4  0,1699,2
HX4  8,6305,8.9
HX4  9,4172,5.1
HX5  0,5830,22.8
HX5  9,4431,8
HX6  1,4262,5.5
HX6  2,6179,37.8
HX6  3,3073,4
HX6  4,5174,1.1
HX7  5,4661,2.1
HX7  6,2257,3.3
HX7  7,2609,0.8
HX7  8,3776,0.8
IG1  1,14177,107.6
IG1  2,20275,133.2
IG1  3,17204,72
IG1  4,12894,73.9
IG10 1,6794,14.6
IG10 2,9211,24.7
IG10 3,10748,26.1
IG10 4,4774,5.4
IG11 0,9655,15.3
IG11 7,15960,119.3
IG11 8,8157,87.6
IG11 9,19587,73.9
IG2  6,14376,89.3
IG2  7,14592,73.7
IG3  8,17418,71.8
IG3  9,18650,67.9
IG4  5,8912,55
IG5  0,17014,59.8
IG6  1,8274,42.6
IG6  2,11800,49.8
IG6  3,6695,12.3
IG7  4,7365,60.5
IG7  5,8533,27.4
IG7  6,4499,3.6
IG8  0,8432,32.2
IG8  7,9373,69.9
IG8  8,8145,29.8
IG8  9,9295,40.5
IG9  5,7564,25.7
IG9  6,5321,35.7
IP1  1,549,17.6
IP1  2,5519,57.5
IP1  3,3396,39.8
IP1  4,8626,37.9
IP1  5,9214,34.5
IP1  6,12239,12.3
IP10 0,3058,0.7
IP11 0,5306,3.4
IP11 2,8816,15.6
IP11 7,6505,36.2
IP11 9,8669,9.3
IP12 1,6707,10.3
IP12 2,5519,0.6
IP12 3,4811,0.4
IP12 4,7360,3.4
IP13 0,3992,0.8
IP13 6,4679,0.9
IP13 7,3095,0.5
IP13 8,2264,0.4
IP13 9,4102,1.1
IP14 1,9204,27.8
IP14 2,6620,2.6
IP14 3,4545,1
IP14 4,5797,1.1
IP14 5,8661,1.5
IP14 6,4176,0.6
IP15 5,2466,2.5
IP16 4,6546,1.8
IP17 1,6407,1.3
IP17 2,2476,0.4
IP17 3,1901,0.3
IP18 6,4060,1.8
IP19 0,2364,0.3
IP19 8,5900,3.1
IP19 9,2017,0.4
IP2  0,9578,21.9
IP2  8,7457,6.9
IP2  9,14098,41.4
IP20 0,2511,0.5
IP20 9,5281,1.9
IP21 4,6384,0.7
IP21 5,4836,0.5
IP22 1,5374,0.7
IP22 2,5438,0.5
IP22 4,8278,14.4
IP22 5,2786,0.9
IP23 7,4332,0.7
IP23 8,2678,0.8
IP24 1,9879,1.2
IP24 2,9897,1.1
IP24 3,8049,2
IP25 6,11625,2
IP25 7,6588,0.7
IP26 4,5522,0.4
IP26 5,3423,0.2
IP27 0,11221,1.4
IP27 9,7792,1
IP28 6,5584,0.4
IP28 7,9101,7.4
IP28 8,9813,1.8
IP29 4,4415,0.5
IP29 5,4602,0.6
IP3  0,10491,26.2
IP3  8,11900,20.1
IP3  9,12182,26.3
IP30 0,4232,0.6
IP30 9,9342,1.6
IP31 1,6293,0.9
IP31 2,7985,1.3
IP31 3,7021,1.2
IP32 6,8793,36.1
IP32 7,8298,18.3
IP33 1,4438,30
IP33 2,9430,17.6
IP33 3,10337,14.5
IP4  1,3394,51.5
IP4  2,7850,39.9
IP4  3,5146,15.8
IP4  4,7818,53.8
IP4  5,12158,36.5
IP5  1,5548,10.5
IP5  2,10432,28.6
IP5  3,3669,10.1
IP6  0,5509,2.8
IP6  8,6212,1.5
IP6  9,4458,0.6
IP7  5,6440,2.4
IP7  6,4904,1
IP7  7,5277,0.8
IP8  3,6752,1.8
IP8  4,4168,1.1
IP9  1,4194,1.2
IP9  2,7155,1.7
KT1  1,1007,44.3
KT1  2,8197,68.2
KT1  3,11618,66.6
KT1  4,3076,24.4
KT10 0,9577,14.7
KT10 8,6312,12.8
KT10 9,5004,7.8
KT11 1,3111,8.4
KT11 2,9194,9.1
KT11 3,2675,2.2
KT12 1,4305,27.1
KT12 2,11771,25.2
KT12 3,8061,23.8
KT12 4,5614,7.9
KT12 5,7083,20.8
KT13 0,6581,9.7
KT13 8,7147,16.2
KT13 9,7564,34.2
KT14 6,5626,16
KT14 7,7724,27.1
KT15 1,9820,22.7
KT15 2,8257,20.6
KT15 3,9296,17.5
KT16 0,5672,3.1
KT16 8,5991,13.3
KT16 9,6799,15.6
KT17 1,5362,30.7
KT17 2,7825,23
KT17 3,3970,10.7
KT17 4,6145,29.9
KT18 5,7921,25.2
KT18 6,2113,2.2
KT18 7,7411,11.8
KT19 0,9009,39.7
KT19 7,1849,7.3
KT19 8,7952,30.2
KT19 9,15288,47.7
KT2  5,14346,64.7
KT2  6,8123,107.3
KT2  7,7981,25.1
KT20 5,10331,22.1
KT20 6,5725,5.9
KT20 7,4503,2.4
KT21 1,5858,11.4
KT21 2,7868,12.5
KT22 0,3921,3.6
KT22 7,6518,24.6
KT22 8,4724,7.3
KT22 9,8991,8.9
KT23 3,5090,12.5
KT23 4,5604,8.4
KT24 5,5233,2.9
KT24 6,4282,3.6
KT3  3,12688,62.9
KT3  4,4874,30.2
KT3  5,10083,48.2
KT3  6,10863,47.9
KT4  7,10554,45.1
KT4  8,18356,58.2
KT5  8,10780,62.3
KT5  9,9639,35.5
KT6  4,6235,99.7
KT6  5,7974,35.7
KT6  6,6726,54.4
KT6  7,10487,42
KT7  0,10365,32.3
KT8  0,2609,13.5
KT8  1,5487,35.7
KT8  2,7264,53.4
KT8  9,4286,9.5
KT9  1,9405,47.6
KT9  2,11964,15.1
L1   0,143,68.4
L1   1,335,34.5
L1   2,161,153.3
L1   3,213,18
L1   4,1125,54.6
L1   5,2333,57.7
L1   6,402,14
L1   7,880,50.1
L1   8,746,96.6
L1   9,736,45.1
L10  0,505,58.4
L10  1,1509,20.9
L10  2,1411,10.3
L10  3,1182,19.9
L10  4,3037,15
L10  6,1510,45.7
L10  7,2222,68.8
L10  8,2088,26.6
L10  9,1629,24.4
L11  0,1593,38.5
L11  1,2313,30.2
L11  2,4155,63.3
L11  3,4334,68.5
L11  4,2904,38.7
L11  5,1631,71.9
L11  6,1105,46.9
L11  7,3186,67.7
L11  8,2061,53.3
L11  9,1944,22.9
L12  0,9668,28
L12  1,1253,23.6
L12  2,1066,23.7
L12  3,964,41
L12  4,3020,37.8
L12  5,4398,24.2
L12  6,2232,38.1
L12  7,2062,44.2
L12  8,2462,63.3
L12  9,4672,57
L13  0,1388,52.2
L13  1,1589,57.2
L13  2,3230,70.6
L13  3,3116,37.3
L13  4,3058,60.3
L13  5,4117,91.5
L13  6,3404,103
L13  7,3953,58.2
L13  8,3248,85.1
L13  9,3462,45.9
L14  0,4327,80.3
L14  1,2179,45.6
L14  2,2226,73.2
L14  3,1917,31.4
L14  4,1699,54.9
L14  5,962,26.9
L14  6,2725,54.1
L14  7,3104,48.7
L14  8,2407,51.4
L14  9,3596,66
L15  0,3219,139.1
L15  1,2710,89.1
L15  2,2484,180.8
L15  3,4751,108.3
L15  4,3977,72.9
L15  5,1613,62.7
L15  6,2493,36.4
L15  7,3023,46.3
L15  8,3851,47
L15  9,1888,80
L16  0,844,14.3
L16  1,1087,58.1
L16  2,2527,13.8
L16  3,2482,57.1
L16  4,919,72.1
L16  5,1512,36.8
L16  6,1159,60.1
L16  7,2339,59.8
L16  8,1043,67.4
L16  9,1203,61.5
L17  0,4126,44.8
L17  1,1024,24.3
L17  2,1631,83.9
L17  3,2315,33.4
L17  4,1502,62
L17  5,1493,10.6
L17  6,2291,24.9
L17  7,4839,59.4
L17  8,2918,85.2
L17  9,2020,97.5
L18  0,1028,84.6
L18  1,6068,111.2
L18  2,1968,43.7
L18  3,3107,24.8
L18  4,2298,40.6
L18  5,2375,69.3
L18  6,1704,19.4
L18  7,2855,34.6
L18  8,3545,50
L18  9,3465,45.1
L19  0,2129,30.3
L19  1,2746,74.3
L19  2,3072,16.3
L19  3,2785,43.5
L19  4,2879,55.6
L19  5,1563,11.6
L19  6,1102,39.4
L19  7,1251,61.3
L19  8,3112,27
L19  9,3090,58.3
L2   0,200,16.2
L2   2,169,248.5
L2   5,197,102.6
L20  0,3311,43.6
L20  2,2426,70.4
L20  3,2545,40.4
L20  4,6387,47.2
L20  5,2903,59.3
L20  6,5267,38.2
L20  7,2019,41.1
L20  8,380,2
L20  9,6327,61.8
L21  0,3670,24.1
L21  1,3682,57.5
L21  2,1104,12.3
L21  3,545,44.7
L21  4,1743,13.3
L21  5,1947,62.8
L21  6,1006,58.4
L21  7,3583,73.7
L21  8,3347,69.1
L21  9,4929,59.3
L22  0,1339,60.5
L22  1,833,49.7
L22  2,1851,91
L22  3,1113,46
L22  4,2186,87.7
L22  5,1187,10.9
L22  6,1381,62.5
L22  7,1227,50.6
L22  8,1259,21.7
L22  9,1417,63.6
L23  0,4875,58.2
L23  1,2177,11.6
L23  2,3259,25.6
L23  3,2473,77.2
L23  4,1144,1.9
L23  5,2296,51.9
L23  6,3124,19.2
L23  7,3044,37.9
L23  8,2118,10.8
L23  9,5711,56.1
L24  0,2892,49.1
L24  1,1202,2.3
L24  2,3176,41.8
L24  3,3003,16.9
L24  4,902,3
L24  5,939,3.4
L24  6,1143,43.3
L24  7,1777,41.6
L24  9,930,40.3
L25  0,3240,21.4
L25  1,1789,39.3
L25  2,3708,43.2
L25  3,3195,32.1
L25  4,2736,28.1
L25  5,4310,43.1
L25  6,1716,28
L25  7,4498,17.8
L25  8,3728,47
L25  9,4527,49.5
L26  0,2241,41.9
L26  1,3186,41.1
L26  3,246,0.9
L26  6,1498,26.8
L26  7,4833,20.5
L26  9,3146,14.1
L27  0,341,7.5
L27  1,1129,26.2
L27  4,245,34.4
L27  5,1251,79.7
L27  6,1084,20.1
L27  7,1321,39.5
L27  8,1056,20.1
L28  0,1005,39.9
L28  1,1421,42.6
L28  3,244,20.1
L28  4,1439,31.8
L28  5,924,89.6
L28  6,458,53.7
L28  7,247,33.6
L28  8,536,24.7
L29  7,404,0.8
L3   0,591,19.9
L3   1,881,29.2
L3   2,2506,106.5
L3   3,390,17
L3   4,2805,24.8
L3   5,3363,83.9
L3   6,3579,13.8
L3   8,2549,56.7
L3   9,1166,61.1
L30  0,2172,39.5
L30  1,4077,26.8
L30  2,3287,51.3
L30  3,1912,22.7
L30  5,3070,50.1
L30  6,325,17
L30  7,2738,39.9
L30  8,1408,28.8
L30  9,883,55.3
L31  0,2423,44.5
L31  1,4501,4.9
L31  2,3112,14.1
L31  3,1423,6.2
L31  4,2401,5.9
L31  5,3732,54.5
L31  6,3248,37.3
L31  7,2951,35.8
L31  8,2951,14.1
L31  9,4059,36.7
L32  0,3238,39.3
L32  1,1457,28.8
L32  2,2201,43.2
L32  3,1313,32
L32  4,1934,33.8
L32  5,776,62.3
L32  6,2111,13
L32  7,2080,32.4
L32  8,2140,32.9
L32  9,3197,21.1
L33  0,1071,60.8
L33  1,4823,42.3
L33  2,1163,48.6
L33  4,3988,4.5
L33  5,1315,7.7
L33  6,1419,54.3
L33  7,268,0.6
L33  8,989,29.1
L33  9,1903,12.6
L34  0,2444,9.8
L34  1,2004,13.6
L34  2,3351,42.1
L34  3,687,17.3
L34  4,369,0.3
L34  5,1312,34.9
L34  6,1848,9.1
L35  0,2619,28.7
L35  1,1431,1.3
L35  2,2255,41.1
L35  3,7600,18.4
L35  4,2950,22.2
L35  5,5335,56.1
L35  6,1444,6.4
L35  7,2761,43
L35  8,3002,44.4
L35  9,1667,7.8
L36  0,4433,37.8
L36  1,2731,29.4
L36  2,5088,62.6
L36  3,4626,50.3
L36  4,6407,49.4
L36  5,4308,23.2
L36  6,2522,31.4
L36  7,3692,52
L36  8,4639,14.6
L36  9,1483,33.6
L37  1,2309,6
L37  2,5047,10.6
L37  3,4831,24.1
L37  4,2671,22
L37  5,213,0.1
L37  6,2915,9.8
L37  7,3594,3.8
L37  8,1962,43.7
L38  0,520,8.8
L38  1,295,0.3
L38  3,332,2.2
L38  6,221,3.2
L38  9,1211,15.1
L39  0,1180,0.5
L39  1,4957,21.4
L39  2,3346,10.6
L39  3,3136,14.4
L39  4,6700,15
L39  5,4667,15.6
L39  6,2167,2.6
L39  7,1173,0.6
L39  8,1350,0.6
L4   0,2986,38.3
L4   1,3267,64.6
L4   2,5717,125.8
L4   3,3652,96.9
L4   4,4012,69.9
L4   5,6197,103.4
L4   6,2823,54.2
L4   7,3450,37.6
L4   8,2654,55.7
L4   9,5510,47.9
L40  0,1220,1.3
L40  1,2049,1.6
L40  2,1047,1.1
L40  3,1208,1.3
L40  4,1648,1.6
L40  5,2621,2.6
L40  6,1052,1.4
L40  7,4918,7.2
L40  8,1007,1.1
L40  9,1263,0.7
L5   0,1867,52.5
L5   1,529,48.4
L5   2,811,43.1
L5   3,1667,26.3
L5   4,1295,58.1
L5   5,849,20.5
L5   6,2301,110
L5   7,1356,62.8
L5   8,791,51.9
L5   9,982,7.9
L6   0,2734,77.7
L6   1,2546,72.2
L6   2,2398,40.2
L6   3,2031,87.8
L6   4,3691,86.2
L6   5,2803,66.8
L6   6,3569,156.2
L6   7,633,51.5
L6   8,1925,28.4
L6   9,1397,68.3
L7   0,3304,25.3
L7   1,221,21
L7   2,1913,70.5
L7   3,2823,57.6
L7   4,440,84.6
L7   5,933,54.1
L7   6,1894,36.7
L7   7,2456,59.8
L7   8,3654,79.1
L7   9,368,122.3
L8   0,7331,86
L8   1,1188,60.2
L8   2,1764,70.2
L8   3,2682,55.3
L8   4,4021,84.1
L8   5,1839,54.1
L8   6,2386,32.1
L8   7,4467,108
L8   8,4355,83.2
L8   9,2544,72.4
L9   0,4115,67.9
L9   1,6398,40.7
L9   2,2825,67.3
L9   3,3563,66.2
L9   4,877,86
L9   6,3533,32.9
L9   7,1724,9.4
L9   8,4550,61.1
L9   9,5052,52.7
LA1  1,5655,47.3
LA1  2,11028,45.5
LA1  3,10133,24.8
LA1  4,15715,12.7
LA1  5,9518,17.4
LA10 5,4002,0.1
LA11 6,3717,0.6
LA11 7,5956,1.3
LA12 0,6055,1.5
LA12 7,4456,1.5
LA12 8,2414,0.2
LA12 9,7269,5.1
LA13 0,8774,4.1
LA13 9,10038,29.5
LA14 1,3342,22.8
LA14 2,7199,19.1
LA14 3,10651,8
LA14 4,6545,8.3
LA14 5,10776,49.8
LA15 8,7827,12.8
LA16 7,3462,1.8
LA17 7,1174,0.3
LA18 4,5730,1.2
LA18 5,3340,0.7
