CaseID,ProjectTitle,Applicant,Applicant postcode,Scheme,ProjectDescription,Projectstartdate,Projectenddate,Govfundsawarded,record_complete,match_rdp,match_sfp,Geo,Visibility,Timing,county1,county2,county3,county4,county5,county6,county7,county8,county9,county10,county11,county12,county13,county14,county15,county16,county17,county18,county19,county20,county21,county22,county1cash,county2cash,county3cash,county4cash,county5cash,county6cash,county7cash,county8cash,county9cash,county10cash,county11cash,county12cash,county13cash,county14cash,county15cash,county16cash,county17cash,county18cash,county19cash,county20cash,county21cash,county22cash,Local1,Local2,Local3,Local4,Local5,Local6,Local7,Local8,Local9,Local10,Local11,Local12,Local13,Local14,Local15,Local16,Local17,Local18,Local19,Local20,Local21,Local22,Local23,Local24,Local25,Local26,Local27,Local28,Local29,Local30,Local31,Local32,Local33,Local34,Local35,Local36,Local37,Local38,Local39,Local40,Local41,Local42,Local43,Local44,Local45,Local46,Local47,Local48,Local49,Local50,postcode_sector1,postcode_sector2,postcode_sector3,postcode_sector4,postcode_sector5,postcode_sector6,postcode_sector7,postcode_sector8,postcode_sector9,postcode_sector10,postcode_sector11,postcode_sector12,postcode_sector13,postcode_sector14,postcode_sector15,postcode_sector16,postcode_sector17,postcode_sector18,postcode_sector19,postcode_sector20,postcode_sector21,postcode_sector22,postcode_sector23,postcode_sector24,postcode_sector25,postcode_sector26,postcode_sector27,postcode_sector28,postcode_sector29,postcode_sector30,postcode_sector31,postcode_sector32,postcode_sector33,postcode_sector34,postcode_sector35,postcode_sector36,postcode_sector37,postcode_sector38,postcode_sector39,postcode_sector40,postcode_sector41,postcode_sector42,postcode_sector43,postcode_sector44,postcode_sector45,postcode_sector46,postcode_sector47,postcode_sector48,postcode_sector49,postcode_sector50,spending1,spending2,spending3,spending4,spending5,spending6,spending7,spending8,spending9,spending10,spending11,spending12,spending13,spending14,spending15,spending16,spending17,spending18,spending19,spending20,spending21,spending22,spending23,spending24,spending25,spending26,spending27,spending28,spending29,spending30,spending31,spending32,spending33,spending34,spending35,spending36,spending37,spending38,spending39,spending40,spending41,spending42,spending43,spending44,spending45,spending46,spending47,spending48,spending49,spending50,Doc1,Doc2,Doc3,Doc4,Doc5,Doc6,Doc7,Doc8,,,,Notes
65,Cam Ymlaen / Step Forward (Pilot) - Take that step forward to employment,Denbighshire County Council,LL15 1YN,,An intensive and holistic programme to help young people be ready for both employment and living independently. There will be a strong focus on well-being and mental health throughout the project.,,,"£40,464 ",1,#N/A,#N/A,2,3,23,4,,,,,,,,,,,,,,,,,,,,,,"£40,464 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assume only Denbighshire
66,Community Innovation Denbighshire,Denbighshire County Council,LL15 1YN,,"Cadwyn Clwyd will work with clusters of community and businesses enabling them to undertake pilot projects and feasibility studies. They will also provide a Business innovation grant. DVSC (external website) will pilot the re-purposing of a historical building as an innovative market place which focuses on reducing food waste, well-being and enterprise.",,,"£554,749 ",1,#N/A,#N/A,2,2,21,4,,,,,,,,,,,,,,,,,,,,,,"£554,749 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Cowork Local (Denbighshire),Denbighshire County Council,LL15 1YN,,To create and promote an online platform which will enable the development of co-working spaces across Denbighshire. This will allow hosts to simply advertise their spaces to potential co-workers and will make it simply for co-workers to book into spaces.,,,"£489,549 ",1,#N/A,#N/A,2,3,20,4,,,,,,,,,,,,,,,,,,,,,,"£489,549 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Denbighshire STEM Connect,Denbighshire County Council,LL15 1YN,,To prepare the community for the further development of the local economy by increasing skill and interest in anticipated areas of STEM industry growth. The project will work with key employers to develop a range of workshops and will develop a recognised local framework to provide 'STEM ready' certification.,,,"£406,832 ",1,#N/A,#N/A,2,2,23,4,,,,,,,,,,,,,,,,,,,,,,"£406,832 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Digital Manufacturing Support Cymru Programme (DIMAS Programme),Denbighshire County Council,LL15 1YN,,"To provide support to Denbighshire businesses to develop innovation plans that will improve the quality, productivity and performance of local manufacturing. Especially in terms of digitalisation and the reduction of carbon impact in the manufacturing industry (including food and drink).",,,"£629,341 ",1,#N/A,#N/A,2,2,23,4,,,,,,,,,,,,,,,,,,,,,,"£629,341 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Economic Empowerment Project,Denbighshire County Council,LL15 1YN,,"The Economic Empowerment project will provide support to residents who are looking at starting something new, by providing advice and guidance about the industry and how to utilize the skills they already have.",,,"£113,387 ",1,#N/A,#N/A,2,3,23,4,,,,,,,,,,,,,,,,,,,,,,"£113,387 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unclear information on visibility
71,Employability Skills,Denbighshire County Council,LL15 1YN,,"To offer a series of 12hr courses for economically inactive adults and those furthest away from the workplace, to increase their chances of getting and keeping employment. The project uses drama techniques to connect with individuals, boost confidence and widen aspirations.",,,"£10,200 ",1,#N/A,#N/A,2,2,23,4,,,,,,,,,,,,,,,,,,,,,,"£10,200 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assume only Denbighshire
72,Feasibility Study of a multi-vector Smart Local Energy System in Denbighshire County,Denbighshire County Council,LL15 1YN,,To assess the feasibility of multi-vector Smart Local Energy Schemes for the local authority area. The recommendations resulting from the feasibility study and delivery plan will form part of the business case development process for the Growth Deal's Smart Local Energy Project.,,,"£96,900 ",1,#N/A,#N/A,2,2,23,4,,,,,,,,,,,,,,,,,,,,,,"£96,900 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Not Being Left Out,Denbighshire County Council,LL15 1YN,,"To offer mentoring support for young people furthest away from the jobs market and their family. The project takes a person centred approach and provides practical support. Participants will gain access to training, work clubs, and support with their health and wellbeing.",,,"£10,324 ",1,#N/A,#N/A,2,2,23,4,,,,,,,,,,,,,,,,,,,,,,"£10,324 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Pixel Engagement Programme,Denbighshire County Council,LL15 1YN,,"To provide a holistic tailored programme of activities and skills building for young people who are at risk of disengaging from education/training or who are already not in employment, education or training (NEET).",,,"£109,133 ",1,#N/A,#N/A,2,2,23,4,,,,,,,,,,,,,,,,,,,,,,"£109,133 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,READY,Denbighshire County Council,LL15 1YN,,"The project will establish a multi-agency team to join up a variety of services around individuals aged 16-35 to address the variety of barriers to employment, raise aspiration, increase motivation and engagement with the labour market or the mainstream DWP employment programmes.",,,"£168,306 ",1,#N/A,#N/A,2,3,23,4,,,,,,,,,,,,,,,,,,,,,,"£168,306 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Transforming Young Minds for Tomorrow - Trawsnewid Meddyliau Ifanc ar gyfer Yfory,Denbighshire County Council,LL15 1YN,,"The project would create interactive activities to expose both primary and secondary school pupils to the wonders of manufacturing and engineering. Making them aware of the range of innovative and rewarding careers available in the Advanced Materials and Manufacturing, Creative and Digital and Energy and Environment sectors in the region.",,,"£88,614 ",1,#N/A,#N/A,2,3,21,4,,,,,,,,,,,,,,,,,,,,,,"£88,614 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Y TÅ· Gwyrdd,Denbighshire County Council,LL15 1YN,,"To trial the delivery of community workshops, events and activities that focus on well-being (particularly covid-19 related), environment and sustainability, and arts and culture – a calendar of events custom designed and delivered to meet the requirements of the local community, with a strong emphasis on collaboration.",,,"£69,691 ",1,#N/A,#N/A,2,3,23,4,,,,,,,,,,,,,,,,,,,,,,"£69,691 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Digital Gwynedd,Gwynedd Council,LL55 1SH,,"Project by Citizens Online to support adults with the essential digital skills for life focusing on supporting people with employment related digital skills, especially older people that have been made redundant during the pandemic.",,,"£157,993 ",1,#N/A,#N/A,2,2,23,3,,,,,,,,,,,,,,,,,,,,,,"£157,993 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Enterprising Communities,Gwynedd Council,LL55 1SH,,Project by Gwynedd Council to empower local communities through area regeneration plans and build areas’ capacity to shape their future via training and practical support.,,,"£463,203 ",1,#N/A,#N/A,2,3,23,3,,,,,,,,,,,,,,,,,,,,,,"£463,203 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Feasibility Study of a multi-vector Smart Local Energy System in Gwynedd County,Gwynedd Council,LL55 1SH,,To assess the feasibility of multi-vector Smart Local Energy Schemes for the local authority area. The recommendations resulting from the feasibility study and delivery plan will form part of the business case development process for the Growth Deal's Smart Local Energy Project.,,,"£107,100 ",1,#N/A,#N/A,2,2,23,3,,,,,,,,,,,,,,,,,,,,,,"£107,100 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Gwynedd Digital and Net Zero Business Academy,Gwynedd Council,LL55 1SH,,"Project by Grŵp Llandrillo Menai which aims to support micro and small businesses to understand and improve their digital and net zero capabilities. A tailored, one to one consultancy service will be provided to eligible businesses to support their aspirations.",,,"£340,077 ",1,#N/A,#N/A,2,2,23,3,,,,,,,,,,,,,,,,,,,,,,"£340,077 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Llwybrau Mawddwy Cymru [Mawddwy Trails Wales],Gwynedd Council,LL55 1SH,,"Project by Cwmni Nod Glas Cyf. to support the realisation of an ambitious programme to improve local circular trails maximising the employment, experience, upskilling and environmental benefits to local communities.",,,"£45,900 ",1,#N/A,#N/A,2,3,23,3,,,,,,,,,,,,,,,,,,,,,,"£45,900 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No details on postcodes for project, but cover a large area"
83,Prosiect Net Zero Gwynedd,Gwynedd Council,LL55 1SH,,"Project by Adra (Tai) Cyfyngedig to encourage and support energy conservation and the adoption of net zero technologies in local communities through advocacy, demonstrators, skills development and research.",,,"£600,987 ",1,#N/A,#N/A,2,3,23,3,,,,,,,,,,,,,,,,,,,,,,"£600,987 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Sesiwn Fawr Development Project,Gwynedd Council,LL55 1SH,,Project by Sesiwn Fawr Dolgellau to extend the provision of the annual festival beyond one weekend a year and across Meirionnydd by undertaking a feasibility study with the intention of developing skills in the arts and entertainment facilities in the area.,,,"£45,900 ",1,#N/A,#N/A,2,2,23,3,,,,,,,,,,,,,,,,,,,,,,"£45,900 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Team Around the Young Person,Gwynedd Council,LL55 1SH,,Project by GISDA to trial various interventions and support with vulnerable young people with the aim of preparing for a long-term multi-agency plan to work holistically with them.,,,"£387,600 ",1,#N/A,#N/A,2,2,23,3,,,,,,,,,,,,,,,,,,,,,,"£387,600 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Training and experience in the outdoor sector in Gwynedd.,Gwynedd Council,LL55 1SH,,Project by Urdd Gobaith Cymru at the Glan-llyn Centre to promote skills and experience in the outdoor sector.  This will be achieved by training more outdoor activity practitioners through the medium of Welsh in response to the skills gap in the sector.,,,"£512,420 ",1,#N/A,#N/A,2,2,23,3,,,,,,,,,,,,,,,,,,,,,,"£512,420 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Adfywio Mon Renewal Programme,Isle of Anglesey County Council,LL77 7TW,,Projects to improve and make better use of heritage assets as drivers of regeneration and sustainable tourism; to support and increase the level of woodland and tree cover; to support and increase Green Infrastructure provision and planning; to support and increase the use of the Welsh language at a community level.,,,"£591,600 ",1,#N/A,#N/A,2,3,21,1,,,,,,,,,,,,,,,,,,,,,,"£591,600 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Cefnogi Busnesau MÃ´n,Isle of Anglesey County Council,LL77 7TW,,"Supporting the hardest to reach businesses and entrepreneurs that do not normally engage with new business start-up support, business development & growth support post Covid-19.",,,"£217,062 ",1,#N/A,#N/A,2,2,23,1,,,,,,,,,,,,,,,,,,,,,,"£217,062 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Feasibility Study of a multi-vector Smart Local Energy System in Isle of Anglesey County,Isle of Anglesey County Council,LL77 7TW,,To assess the feasibility of multi-vector Smart Local Energy Schemes for the local authority area. The recommendations resulting from the feasibility study and delivery plan will form part of the business case development process for the Growth Deal's Smart Local Energy Project.,,,"£96,900 ",1,#N/A,#N/A,2,2,23,1,,,,,,,,,,,,,,,,,,,,,,"£96,900 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Innovation Island,Isle of Anglesey County Council,LL77 7TW,,"Supporting new opportunities in science and technology including digital skills, a skills incubator, business boot-camps, developing young enterprise, digital and net zero business support and supporting an offshore energy cluster.  It will also generate at least 14 new direct jobs.",,,"£924,017 ",1,#N/A,#N/A,2,3,23,1,,,,,,,,,,,,,,,,,,,,,,"£924,017 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,MÃ´n Ymlaen,Isle of Anglesey County Council,LL77 7TW,,A collaboration between Ynys Môn County Council Youth Services and Môn CF to work with hard to reach young people to help them get into work.,,,"£372,666 ",1,#N/A,#N/A,2,2,23,1,,,,,,,,,,,,,,,,,,,,,,"£372,666 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Providing high quality Level 4 Health and Social Care Education in North Wales,Isle of Anglesey County Council,LL77 7TW,,Training people in the sector to meet a local skills gap and enhance their own development opportunities.,,,"£517,915 ",1,#N/A,#N/A,2,3,23,1,,,,,,,,,,,,,,,,,,,,,,"£517,915 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Creative Industry Training Programme,Merthyr Tydfil County Borough Council,CF47 8AN,,"Provide a collaborative way of working, supporting training and learning opportunities in venues across Merthyr Tydfil and Cardiff.",,,"£1,027,119 ",1,#N/A,#N/A,2,3,23,15,21,,,,,,,,,,,,,,,,,,,,,"£513,559 ","£513,559 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Encouraging Enterprise,Merthyr Tydfil County Borough Council,CF47 8AN,,Enterprise advice service run by Merthyr Tydfil local authority,,,"£555,170 ",1,#N/A,#N/A,2,2,23,15,,,,,,,,,,,,,,,,,,,,,,"£555,170 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,H FACTOR Carbon Economy College (CEC),Merthyr Tydfil County Borough Council,CF47 8AN,,"The project will focus on 50 funded work placements of up to 20 weeks in renewable energy, and land management, working with small businesses in the area to promote growth in the renewable energy field. It will create a supply of skilled workforce in an area of growth currently facing a vast skills shortage, both locally and nationally. ",,,"£218,360 ",1,#N/A,#N/A,2,2,23,15,,,,,,,,,,,,,,,,,,,,,,"£218,360 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assume only Merthyr
96,Merthyr's Roots - a living landscape,Merthyr Tydfil County Borough Council,CF47 8AN,,"Merthyr’s Roots Project will raise awareness of and encourage greater, sustainable use and healthy exploration of the wonderful local heritage assets (both natural and cultural). This pilot project has two distinctive yet complementary elements, a garden/hub and an education/training service, which together can be used as tools to reintroduce schools, communities and stakeholders to their local heritage landscapes and help local people become better global citizens. ",,,"£173,135 ",1,#N/A,#N/A,2,3,23,15,,,,,,,,,,,,,,,,,,,,,,"£173,135 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Caldicot Community Partnership,Monmouthshire County Council,NP15 1GA,,"Revenue funding for ‘Together Works’, the Wellbeing Workshop and Community Hub in Caldicot, offering people free access to equipment that supports carpentry, product design, plastic recycling, engineering and art.  The project will support spaces for community activities, training, an outdoor meeting area and community kitchen.   ",,,"£82,309 ",1,#N/A,#N/A,3,3,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caldicot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NP26 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Carbon Free Future,Monmouthshire County Council,NP15 1GA,,"A cooperation to investigate retrofitting  housing stock to improve Energy Performances Certificate ratings, ensuring that correct apprenticeships are in place to cover a wide range of current and future skills requirements.  ",,,"£136,680 ",1,#N/A,#N/A,2,3,21,19,,,,,,,,,,,,,,,,,,,,,,"£136,680 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Digital Customer Acquisition: Moving the Needle,Monmouthshire County Council,NP15 1GA,,"A cutting-edge, bespoke package of training and mentoring in digital customer acquisition and retention, focused on micro and small businesses.  The programme has the ability to ‘move the needle’ for the entire economy from an organic farmer to a high street retailer to a biotech company.  The programme will have a direct positive impact on an organisation’s ability to market and sell their products and services locally, nationally and internationally.    ",,,"£606,334 ",1,#N/A,#N/A,2,2,21,19,,,,,,,,,,,,,,,,,,,,,,"£606,334 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
